date,RKI reporting date,cases cumulative,cases,deaths cumulative,deaths,case fatility rate (CFR),non-deceased reported cases,cases (mean of ±3 days),deaths (mean of ±3 days),R0 by cases (mean of ±3 days),daily proportionate increase of cases (mean of ±3 days),cases last 7 days,deaths last 7 days,"7 day incidence per 100,000 inhabitants","7 day incidence (by cases (mean of ±3 days)) per 100,000 inhabitants","7 day deaths per 1,000,000 inhabitants","7 day deaths (by cases (mean of ±3 days)) per 1,000,000 inhabitants","cases (mean of ±3 days) by reference date (start of illness, alternatively reporting date)","deaths (mean of ±3 days) by reference date (start of illness, alternatively reporting date)",cases (mean of ±3 days) by reporting date,deaths (mean of ±3 days) by reporting date,"7 day incidence per 100,000 inhabitants by reporting date (RKI version)","7 day incidence (by cases (mean of ±3 days)) per 100,000 inhabitants by reporting date (RKI version)",R value by cases (mean of ±3 days),cases last 365 days,deaths last 365 days,cases with reported start of illness (mean of ±3 days),R value by cases with reported start of illness (mean of ±3 days),"cases by reference date (start of illness, alternatively reporting date)",cases by reporting date,"new reported cases by reference date (start of illness, alternatively reporting date)",new reported cases by reporting date,"deaths by reference date (start of illness, alternatively reporting date)",deaths by reporting date,"new reported deaths by reference date (start of illness, alternatively reporting date)",new reported deaths by reporting date,new reported cases with known start of illness,new reported cases with unknown start of illness (reporting date),new reported deaths with known start of illness,new reported deaths with unknown start of illness (reporting date),cases with reported start of illness,cases with unknown start of illness (reporting date),deaths with reported start of illness,deaths with unknown start of illness (reporting date)
2020-06-28,2020-06-29,193761.0,262.0,8961.0,4.0,0.0462476969049499,184800.0,449.85714285714283,9.571428571428571,0.8202456270934126,0.9612332112332111,3402.0,76.0,4.090578981775533,4.299625535097983,0.9138271681803072,0.8829082038433793,416.85714285714283,,431.2857142857143,,3.7935851521169326,3.913482024934575,0.8202456270934126,193745.0,8961.0,207.28571428571428,0.9489216799091941,269.0,201.0,,,,,,,,,,,150.0,119.0,,
2020-06-29,2020-06-30,194259.0,498.0,8973.0,12.0,0.0461909100736645,185286.0,445.42857142857144,7.857142857142857,0.8508120191991583,0.9901556049539537,3397.0,78.0,4.084566960932241,4.144343625316968,0.9378752515534731,0.8468360787836305,406.57142857142856,,418.0,,3.7599178353945004,3.755967078840338,0.8508120191991583,194243.0,8973.0,204.57142857142858,0.9672866157422783,455.0,415.0,,,4.0,4.0,,,,,,,244.0,211.0,2.0,2.0
2020-06-30,2020-07-01,194725.0,466.0,8985.0,12.0,0.0461419951213249,185740.0,407.57142857142856,8.0,0.8499725726823916,0.915009621552277,3276.0,71.0,3.939076056524587,3.9287697350789443,0.8537069597473922,0.821070275169524,393.7142857142857,,396.85714285714283,,3.6589158852272035,3.645689439371962,0.8499725726823916,194709.0,8985.0,200.71428571428572,0.9781430023720774,448.0,457.0,,,2.0,1.0,,,,,,,229.0,219.0,2.0,
2020-07-01,2020-07-02,195228.0,503.0,8994.0,9.0,0.046069211383613,186234.0,405.14285714285717,7.857142857142857,0.8694008144269922,0.9940413599719594,3149.0,67.0,3.786370727104983,3.7843094628158545,0.8056107930010602,0.7867158703507153,388.2857142857143,,392.14285714285717,,3.6300581851794043,3.57165569698743,0.8694008144269922,195212.0,8994.0,195.85714285714286,0.9627424293977546,440.0,482.0,,,6.0,5.0,,,,,,,220.0,220.0,4.0,2.0
2020-07-02,2020-07-03,195674.0,446.0,9003.0,9.0,0.0460102006398397,186671.0,399.0,7.857142857142857,0.8771929824561403,0.9848377997179125,3118.0,55.0,3.7490961978765758,3.6797003001425823,0.6613222927620644,0.7506437452909664,384.42857142857144,3.857142857142857,383.7142857142857,3.7142857142857144,3.5182345974941827,3.4910946176873234,0.8771929824561403,195658.0,9003.0,197.0,0.9547163362952837,405.0,472.0,,,5.0,4.0,,,,,,,185.0,220.0,4.0,1.0
2020-07-03,2020-07-04,196096.0,422.0,9010.0,7.0,0.0459468831592689,187086.0,383.57142857142856,7.285714285714286,0.862982998454405,0.9613319011815252,2853.0,56.0,3.430459093182127,3.5573986189876243,0.6733463344486473,0.704265298785575,372.85714285714283,3.7142857142857144,370.7142857142857,4.0,3.340278780532754,3.3997119008692933,0.862982998454405,196080.0,9010.0,194.42857142857142,0.9469527896995709,411.0,426.0,,,5.0,6.0,,,,,,,196.0,215.0,2.0,3.0
2020-07-04,2020-07-05,196335.0,239.0,9012.0,2.0,0.0459011383604553,187323.0,373.7142857142857,7.285714285714286,0.8817360438851244,0.9743016759776537,2836.0,55.0,3.4100182223149353,3.444029083085556,0.6613222927620644,0.6699108939667664,363.2857142857143,4.285714285714286,361.2857142857143,4.428571428571429,3.3005994429670302,3.311421080484955,0.8817360438851244,196319.0,9012.0,190.28571428571428,0.9428373462671056,290.0,292.0,,,1.0,2.0,,,,,,,147.0,143.0,1.0,
2020-07-05,2020-07-06,196554.0,219.0,9016.0,4.0,0.0458703460626596,187538.0,365.0,7.714285714285714,0.8906825025092004,0.9766819571865443,2793.0,55.0,3.358314843062629,3.341996500773695,0.6613222927620644,0.647580530834541,357.0,3.857142857142857,356.7142857142857,4.571428571428571,3.2296575970161907,3.2217560839078647,0.8906825025092004,196538.0,9016.0,186.85714285714286,0.9506980031807739,242.0,142.0,,,4.0,4.0,,,,,,,158.0,84.0,2.0,2.0
2020-07-06,2020-07-07,196944.0,390.0,9024.0,8.0,0.0458201316110163,187920.0,357.7142857142857,7.285714285714286,0.8931034482758621,0.9800391389432486,2685.0,51.0,3.2284551928475325,3.236528477979953,0.6132261260157323,0.6407096498707793,353.57142857142856,3.7142857142857144,350.0,4.714285714285714,3.120238817668286,3.1399926004391006,0.8931034482758621,196928.0,9024.0,189.0,0.9529264363701448,374.0,324.0,,,3.0,6.0,,,,,,,226.0,148.0,,3.0
2020-07-07,2020-07-08,197341.0,397.0,9036.0,12.0,0.0457887615852762,188305.0,351.42857142857144,7.142857142857143,0.9075848482134864,0.9824281150159745,2616.0,51.0,3.14548930521011,3.169022072510994,0.6132261260157323,0.6304033284251367,359.42857142857144,3.5714285714285716,349.85714285714283,4.285714285714286,3.040880142536838,3.08347960451216,0.9075848482134864,197325.0,9036.0,196.85714285714286,0.9682741116751269,381.0,391.0,,,6.0,4.0,,,,,,,200.0,181.0,5.0,1.0
2020-07-08,2020-07-09,197783.0,442.0,9048.0,12.0,0.0457471066775203,188735.0,352.7142857142857,7.285714285714286,0.9138151875571822,1.0036585365853659,2555.0,54.0,3.0721426509219536,3.1059817396684806,0.6492982510754814,0.623532447461375,367.7142857142857,3.7142857142857144,347.57142857142856,,3.0024032091397723,3.029886732994819,0.9138151875571822,197767.0,9048.0,206.42857142857142,1.0020209443321697,396.0,450.0,,,3.0,6.0,,,,,,,196.0,200.0,2.0,1.0
