date,cases (Nowcast RKI),min cases (Nowcast RKI),max cases (Nowcast RKI),7 day R value (Nowcast RKI),min 7 day R value (Nowcast RKI),max 7 day R value (Nowcast RKI),cases (mean of ±3 days of Nowcast RKI),R value calculated with cases (mean of ±3 days of Nowcast RKI),Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),min Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),max Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),"7 day R value (Nowcast RKI, -5 days incubation period)","min 7 day R value (Nowcast RKI, -5 days incubation period)","max 7 day R value (Nowcast RKI, -5 days incubation period)",Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value by Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value calculated with cases (mean of ±3 days of Nowcast RKI) -> minus 4 days,R value by Infections minus 4 days
2020-11-26,17201.0,17008.0,17374.0,0.96,0.95,0.96,16427.571428571428,0.9516593922424442,18071.0,17872.0,18252.0,1.09,1.08,1.09,18299.285714285714,1.0622049394597548,1.0338352371062653,1.1467337626825347
2020-11-27,16686.0,16497.0,16859.0,0.98,0.98,0.98,16561.571428571428,0.964604045789556,19349.0,19138.0,19542.0,1.12,1.12,1.13,18964.714285714286,1.0892198921148042,1.0622049394597548,1.1536632165494733
2020-11-28,16203.0,16015.0,16380.0,1.0,1.0,1.01,16827.14285714286,0.9836552843458617,20730.0,20510.0,20928.0,1.14,1.14,1.15,19692.285714285714,1.1140846301614613,1.0892198921148042,1.1537591524444155
2020-11-29,15815.0,15639.0,15985.0,1.03,1.03,1.04,17187.85714285714,1.0069256745877548,20937.0,20729.0,21141.0,1.15,1.15,1.16,20438.0,1.1336737256214948,1.1140846301614613,1.1481744683992912
2020-11-30,16990.0,16799.0,17161.0,1.07,1.06,1.07,17692.0,1.0338352371062653,20861.0,20657.0,21070.0,1.16,1.16,1.17,21183.571428571428,1.1467337626825347,1.1336737256214948,1.1378716967701752
2020-12-01,18071.0,17872.0,18252.0,1.09,1.08,1.09,18299.285714285714,1.0622049394597548,20908.0,20716.0,21103.0,1.16,1.16,1.16,21915.85714285714,1.1536632165494733,1.1467337626825347,1.123189176942301
2020-12-02,19349.0,19138.0,19542.0,1.12,1.12,1.13,18964.714285714286,1.0892198921148042,22210.0,22015.0,22416.0,1.15,1.15,1.16,22588.714285714286,1.1537591524444155,1.1536632165494733,1.1060952125039187
2020-12-03,20730.0,20510.0,20928.0,1.14,1.14,1.15,19692.285714285714,1.1140846301614613,23290.0,23083.0,23496.0,1.15,1.14,1.15,23174.0,1.1481744683992912,1.1537591524444155,1.0881718874339867
2020-12-04,20937.0,20729.0,21141.0,1.15,1.15,1.16,20438.0,1.1336737256214948,24475.0,24263.0,24674.0,1.13,1.13,1.13,23668.14285714286,1.1378716967701752,1.1481744683992912,1.0705537926925202
2020-12-05,20861.0,20657.0,21070.0,1.16,1.16,1.17,21183.571428571428,1.1467337626825347,25440.0,25213.0,25650.0,1.11,1.1,1.11,24051.85714285714,1.123189176942301,1.1378716967701752,1.0544363434645672
2020-12-06,20908.0,20716.0,21103.0,1.16,1.16,1.16,21915.85714285714,1.1536632165494733,25034.0,24817.0,25246.0,1.09,1.08,1.09,24369.714285714286,1.1060952125039187,1.123189176942301,1.0390704900381798
2020-12-07,22210.0,22015.0,22416.0,1.15,1.15,1.16,22588.714285714286,1.1537591524444155,24320.0,24116.0,24534.0,1.07,1.06,1.07,24607.571428571428,1.0881718874339867,1.1060952125039187,1.023862392355525
2020-12-08,23290.0,23083.0,23496.0,1.15,1.14,1.15,23174.0,1.1481744683992912,23594.0,23378.0,23809.0,1.05,1.05,1.06,24762.428571428572,1.0705537926925202,1.0881718874339867,1.0084801348640913
2020-12-09,24475.0,24263.0,24674.0,1.13,1.13,1.13,23668.14285714286,1.1378716967701752,24435.0,24212.0,24649.0,1.04,1.04,1.04,24831.85714285714,1.0544363434645672,1.0705537926925202,0.9919145044717325
2020-12-10,25440.0,25213.0,25650.0,1.11,1.1,1.11,24051.85714285714,1.123189176942301,24955.0,24721.0,25175.0,1.03,1.02,1.03,24783.85714285714,1.0390704900381798,1.0544363434645672,0.9740626353009091
2020-12-11,25034.0,24817.0,25246.0,1.09,1.08,1.09,24369.714285714286,1.1060952125039187,25559.0,25310.0,25780.0,1.01,1.01,1.01,24626.571428571428,1.023862392355525,1.0390704900381798,0.9545028880298628
2020-12-12,24320.0,24116.0,24534.0,1.07,1.06,1.07,24607.571428571428,1.0881718874339867,25926.0,25683.0,26138.0,0.99,0.99,1.0,24378.571428571428,1.0084801348640913,1.023862392355525,0.9321977674962992
2020-12-13,23594.0,23378.0,23809.0,1.05,1.05,1.06,24762.428571428572,1.0705537926925202,24698.0,24470.0,24911.0,0.97,0.97,0.98,23985.571428571428,0.9919145044717325,1.0084801348640913,0.907704603300303
2020-12-14,24435.0,24212.0,24649.0,1.04,1.04,1.04,24831.85714285714,1.0544363434645672,23219.0,23000.0,23412.0,0.96,0.96,0.96,23427.571428571428,0.9740626353009091,0.9919145044717325,0.8833697816655999
2020-12-15,24955.0,24721.0,25175.0,1.03,1.02,1.03,24783.85714285714,1.0390704900381798,21858.0,21648.0,22044.0,0.94,0.93,0.94,22708.571428571428,0.9545028880298628,0.9740626353009091,0.8628696511877515
2020-12-16,25559.0,25310.0,25780.0,1.01,1.01,1.01,24626.571428571428,1.023862392355525,21684.0,21469.0,21876.0,0.91,0.91,0.91,21812.428571428572,0.9321977674962992,0.9545028880298628,0.8513376811661763
2020-12-17,25926.0,25683.0,26138.0,0.99,0.99,1.0,24378.571428571428,1.0084801348640913,21049.0,20830.0,21229.0,0.88,0.88,0.88,20801.85714285714,0.907704603300303,0.9321977674962992,0.8527878336201193
2020-12-18,24698.0,24470.0,24911.0,0.97,0.97,0.98,23985.571428571428,0.9919145044717325,20526.0,20309.0,20720.0,0.85,0.85,0.85,19850.14285714286,0.8833697816655999,0.907704603300303,0.8666109816826594
2020-12-19,23219.0,23000.0,23412.0,0.96,0.96,0.96,23427.571428571428,0.9740626353009091,19653.0,19440.0,19844.0,0.83,0.82,0.83,19077.0,0.8628696511877515,0.8833697816655999,0.8887173916852082
2020-12-20,21858.0,21648.0,22044.0,0.94,0.93,0.94,22708.571428571428,0.9545028880298628,17624.0,17430.0,17815.0,0.83,0.83,0.83,18538.0,0.8513376811661763,0.8628696511877515,0.9128404782895181
2020-12-21,21684.0,21469.0,21876.0,0.91,0.91,0.91,21812.428571428572,0.9321977674962992,16557.0,16374.0,16747.0,0.86,0.85,0.86,18220.14285714286,0.8527878336201193,0.8513376811661763,0.9326685504070427
2020-12-22,21049.0,20830.0,21229.0,0.88,0.88,0.88,20801.85714285714,0.907704603300303,16446.0,16272.0,16631.0,0.89,0.89,0.9,17976.714285714286,0.8666109816826594,0.8527878336201193,0.9468145845711976
2020-12-23,20526.0,20309.0,20720.0,0.85,0.85,0.85,19850.14285714286,0.8833697816655999,17911.0,17734.0,18101.0,0.93,0.93,0.94,17732.428571428572,0.8887173916852082,0.8666109816826594,0.9572516465557858
2020-12-24,19653.0,19440.0,19844.0,0.83,0.82,0.83,19077.0,0.8628696511877515,18824.0,18642.0,19019.0,0.95,0.94,0.95,17516.0,0.9128404782895181,0.8887173916852082,0.9661819134322571
2020-12-25,17624.0,17430.0,17815.0,0.83,0.83,0.83,18538.0,0.8513376811661763,18822.0,18636.0,19017.0,0.95,0.94,0.95,17364.14285714286,0.9326685504070427,0.9128404782895181,0.9751216797369087
2020-12-26,16557.0,16374.0,16747.0,0.86,0.85,0.86,18220.14285714286,0.8527878336201193,17943.0,17762.0,18127.0,0.95,0.95,0.96,17273.571428571428,0.9468145845711976,0.9326685504070427,0.9841170229945442
2020-12-27,16446.0,16272.0,16631.0,0.89,0.89,0.9,17976.714285714286,0.8666109816826594,16109.0,15938.0,16289.0,0.97,0.96,0.97,17215.714285714286,0.9572516465557858,0.9468145845711976,0.9928725292739083
2020-12-28,17911.0,17734.0,18101.0,0.93,0.93,0.94,17732.428571428572,0.8887173916852082,15494.0,15331.0,15660.0,0.98,0.98,0.98,17175.714285714286,0.9661819134322571,0.9572516465557858,0.9994681335419409
2020-12-29,18824.0,18642.0,19019.0,0.95,0.94,0.95,17516.0,0.9128404782895181,15812.0,15648.0,15984.0,0.99,0.98,0.99,17168.14285714286,0.9751216797369087,0.9661819134322571,1.0015586345448206
2020-12-30,18822.0,18636.0,19017.0,0.95,0.94,0.95,17364.14285714286,0.9326685504070427,17506.0,17334.0,17689.0,0.99,0.99,0.99,17216.571428571428,0.9841170229945442,0.9751216797369087,0.995355532337833
2020-12-31,17943.0,17762.0,18127.0,0.95,0.95,0.96,17273.571428571428,0.9468145845711976,18544.0,18368.0,18726.0,1.0,0.99,1.0,17314.571428571428,0.9928725292739083,0.9841170229945442,0.9776655431682656
2021-01-01,16109.0,15938.0,16289.0,0.97,0.96,0.97,17215.714285714286,0.9572516465557858,18769.0,18586.0,18957.0,1.01,1.01,1.02,17293.14285714286,0.9994681335419409,0.9928725292739083,0.9523985033554405
2021-01-02,15494.0,15331.0,15660.0,0.98,0.98,0.98,17175.714285714286,0.9661819134322571,18282.0,18096.0,18460.0,1.02,1.02,1.03,17116.14285714286,1.0015586345448206,0.9994681335419409,0.9251237610939466
2021-01-03,15812.0,15648.0,15984.0,0.99,0.98,0.99,17168.14285714286,0.9751216797369087,16795.0,16609.0,16971.0,1.0,0.99,1.0,16732.85714285714,0.995355532337833,1.0015586345448206,0.9035010653238648
2021-01-04,17506.0,17334.0,17689.0,0.99,0.99,0.99,17216.571428571428,0.9841170229945442,15344.0,15155.0,15516.0,0.96,0.96,0.96,16194.57142857143,0.9776655431682656,0.995355532337833,0.8936008163663635
2021-01-05,18544.0,18368.0,18726.0,1.0,0.99,1.0,17314.571428571428,0.9928725292739083,14573.0,14395.0,14736.0,0.91,0.91,0.92,15664.714285714286,0.9523985033554405,0.9776655431682656,0.8941859908948209
2021-01-06,18769.0,18586.0,18957.0,1.01,1.01,1.02,17293.14285714286,0.9994681335419409,14823.0,14643.0,14996.0,0.88,0.87,0.88,15186.285714285714,0.9251237610939466,0.9523985033554405,0.9028153271706287
2021-01-07,18282.0,18096.0,18460.0,1.02,1.02,1.03,17116.14285714286,1.0015586345448206,14776.0,14593.0,14948.0,0.88,0.87,0.88,14805.142857142857,0.9035010653238648,0.9251237610939466,0.9146447090344262
2021-01-08,16795.0,16609.0,16971.0,1.0,0.99,1.0,16732.85714285714,0.995355532337833,15060.0,14885.0,15234.0,0.88,0.88,0.89,14516.0,0.8936008163663635,0.9035010653238648,0.924678007146164
2021-01-09,15344.0,15155.0,15516.0,0.96,0.96,0.96,16194.57142857143,0.9776655431682656,14933.0,14758.0,15099.0,0.9,0.9,0.91,14248.0,0.8941859908948209,0.8936008163663635,0.9321351461749431
2021-01-10,14573.0,14395.0,14736.0,0.91,0.91,0.92,15664.714285714286,0.9523985033554405,14127.0,13961.0,14274.0,0.92,0.92,0.93,14011.0,0.9028153271706287,0.8941859908948209,0.9361511036790958
2021-01-11,14823.0,14643.0,14996.0,0.88,0.87,0.88,15186.285714285714,0.9251237610939466,13320.0,13162.0,13460.0,0.93,0.92,0.93,13796.42857142857,0.9146447090344262,0.9028153271706287,0.9370934343434343
2021-01-12,14776.0,14593.0,14948.0,0.88,0.87,0.88,14805.142857142857,0.9035010653238648,12697.0,12542.0,12833.0,0.94,0.93,0.94,13584.42857142857,0.924678007146164,0.9146447090344262,0.9357474985814382
2021-01-13,15060.0,14885.0,15234.0,0.88,0.88,0.89,14516.0,0.8936008163663635,13164.0,13001.0,13305.0,0.94,0.94,0.94,13376.142857142857,0.9321351461749431,0.924678007146164,0.9315763115061976
2021-01-14,14933.0,14758.0,15099.0,0.9,0.9,0.91,14248.0,0.8941859908948209,13274.0,13111.0,13420.0,0.94,0.94,0.94,13146.714285714286,0.9361511036790958,0.9321351461749431,0.9253218702130254
2021-01-15,14127.0,13961.0,14274.0,0.92,0.92,0.93,14011.0,0.9028153271706287,13576.0,13416.0,13723.0,0.94,0.94,0.94,12905.42857142857,0.9370934343434343,0.9361511036790958,0.9168878624804293
2021-01-16,13320.0,13162.0,13460.0,0.93,0.92,0.93,13796.42857142857,0.9146447090344262,13475.0,13313.0,13620.0,0.93,0.93,0.94,12636.57142857143,0.9357474985814382,0.9370934343434343,0.907362794755991
2021-01-17,12697.0,12542.0,12833.0,0.94,0.93,0.94,13584.42857142857,0.924678007146164,12521.0,12367.0,12663.0,0.93,0.92,0.93,12331.857142857143,0.9315763115061976,0.9357474985814382,0.8985507246376813
2021-01-18,13164.0,13001.0,13305.0,0.94,0.94,0.94,13376.142857142857,0.9321351461749431,11631.0,11480.0,11771.0,0.92,0.92,0.92,12004.42857142857,0.9253218702130254,0.9315763115061976,0.8913383436250528
2021-01-19,13274.0,13111.0,13420.0,0.94,0.94,0.94,13146.714285714286,0.9361511036790958,10815.0,10669.0,10947.0,0.91,0.9,0.91,11633.857142857143,0.9168878624804293,0.9253218702130254,0.8880137076888261
2021-01-20,13576.0,13416.0,13723.0,0.94,0.94,0.94,12905.42857142857,0.9370934343434343,11031.0,10894.0,11160.0,0.9,0.89,0.9,11271.57142857143,0.907362794755991,0.9168878624804293,0.8878049665549818
2021-01-21,13475.0,13313.0,13620.0,0.93,0.93,0.94,12636.57142857143,0.9357474985814382,10982.0,10849.0,11110.0,0.88,0.88,0.88,10934.714285714286,0.8985507246376813,0.907362794755991,0.8894619085606021
2021-01-22,12521.0,12367.0,12663.0,0.93,0.92,0.93,12331.857142857143,0.9315763115061976,10982.0,10857.0,11107.0,0.88,0.88,0.88,10618.285714285714,0.8913383436250528,0.8985507246376813,0.8921464353537335
2021-01-23,11631.0,11480.0,11771.0,0.92,0.92,0.92,12004.42857142857,0.9253218702130254,10939.0,10813.0,11064.0,0.89,0.88,0.89,10338.857142857143,0.8880137076888261,0.8913383436250528,0.8933422474052107
2021-01-24,10815.0,10669.0,10947.0,0.91,0.9,0.91,11633.857142857143,0.9168878624804293,10163.0,10030.0,10295.0,0.89,0.89,0.89,10049.57142857143,0.8878049665549818,0.8880137076888261,0.8937736298920262
2021-01-25,11031.0,10894.0,11160.0,0.9,0.89,0.9,11271.57142857143,0.907362794755991,9416.0,9284.0,9546.0,0.9,0.9,0.9,9770.285714285714,0.8894619085606021,0.8878049665549818,0.8937075872603254
2021-01-26,10982.0,10849.0,11110.0,0.88,0.88,0.88,10934.714285714286,0.8985507246376813,8859.0,8719.0,8987.0,0.89,0.89,0.9,9504.714285714286,0.8921464353537335,0.8894619085606021,0.892895218337151
2021-01-27,10982.0,10857.0,11107.0,0.88,0.88,0.88,10618.285714285714,0.8913383436250528,9006.0,8874.0,9133.0,0.89,0.89,0.9,9235.142857142857,0.8933422474052107,0.8921464353537335,0.892137612163694
2021-01-28,10939.0,10813.0,11064.0,0.89,0.88,0.89,10338.857142857143,0.8880137076888261,9027.0,8909.0,9141.0,0.9,0.89,0.9,8976.0,0.8937736298920262,0.8933422474052107,0.8907520112193841
2021-01-29,10163.0,10030.0,10295.0,0.89,0.89,0.89,10049.57142857143,0.8878049665549818,9123.0,9010.0,9239.0,0.89,0.89,0.9,8726.857142857143,0.8937075872603254,0.8937736298920262,0.888713793468418
2021-01-30,9416.0,9284.0,9546.0,0.9,0.9,0.9,9770.285714285714,0.8894619085606021,9052.0,8951.0,9163.0,0.89,0.89,0.9,8477.285714285714,0.892895218337151,0.8937075872603254,0.8868809674595717
2021-01-31,8859.0,8719.0,8987.0,0.89,0.89,0.9,9504.714285714286,0.8921464353537335,8349.0,8240.0,8457.0,0.89,0.89,0.9,8220.42857142857,0.892137612163694,0.892895218337151,0.8872194814039635
2021-02-01,9006.0,8874.0,9133.0,0.89,0.89,0.9,9235.142857142857,0.8933422474052107,7672.0,7564.0,7779.0,0.89,0.89,0.9,7966.285714285715,0.8907520112193841,0.892137612163694,0.8915956463702638
2021-02-02,9027.0,8909.0,9141.0,0.9,0.89,0.9,8976.0,0.8937736298920262,7112.0,7010.0,7214.0,0.88,0.88,0.89,7723.142857142857,0.888713793468418,0.8907520112193841,0.9016011644832606
2021-02-03,9123.0,9010.0,9239.0,0.89,0.89,0.9,8726.857142857143,0.8937075872603254,7208.0,7098.0,7314.0,0.88,0.88,0.89,7499.285714285715,0.8868809674595717,0.888713793468418,0.9182494633045882
2021-02-04,9052.0,8951.0,9163.0,0.89,0.89,0.9,8477.285714285714,0.892895218337151,7248.0,7146.0,7350.0,0.88,0.88,0.89,7332.142857142857,0.8872194814039635,0.8868809674595717,0.9395682577722025
2021-02-05,8349.0,8240.0,8457.0,0.89,0.89,0.9,8220.42857142857,0.892137612163694,7421.0,7318.0,7521.0,0.89,0.89,0.89,7216.571428571428,0.8915956463702638,0.8872194814039635,0.9636128945575295
2021-02-06,7672.0,7564.0,7779.0,0.89,0.89,0.9,7966.285714285715,0.8907520112193841,7485.0,7381.0,7589.0,0.91,0.91,0.92,7152.285714285715,0.9016011644832606,0.8915956463702638,0.9881556931928259
2021-02-07,7112.0,7010.0,7214.0,0.88,0.88,0.89,7723.142857142857,0.888713793468418,7179.0,7081.0,7283.0,0.94,0.93,0.94,7140.428571428572,0.9182494633045882,0.9016011644832606,1.0101936698201992
2021-02-08,7208.0,7098.0,7314.0,0.88,0.88,0.89,7499.285714285715,0.8868809674595717,6863.0,6765.0,6971.0,0.97,0.96,0.97,7167.142857142857,0.9395682577722025,0.9182494633045882,1.0290781378434253
2021-02-09,7248.0,7146.0,7350.0,0.88,0.88,0.89,7332.142857142857,0.8872194814039635,6662.0,6568.0,6776.0,0.99,0.99,1.0,7228.0,0.9636128945575295,0.9395682577722025,1.0436371784976222
2021-02-10,7421.0,7318.0,7521.0,0.89,0.89,0.89,7216.571428571428,0.8915956463702638,7125.0,7027.0,7237.0,1.01,1.01,1.02,7318.857142857143,0.9881556931928259,0.9636128945575295,1.052584153955075
2021-02-11,7485.0,7381.0,7589.0,0.91,0.91,0.92,7152.285714285715,0.9016011644832606,7435.0,7332.0,7552.0,1.03,1.03,1.04,7421.428571428572,1.0101936698201992,0.9881556931928259,1.0564653735265852
2021-02-12,7179.0,7081.0,7283.0,0.94,0.93,0.94,7140.428571428572,0.9182494633045882,7847.0,7739.0,7961.0,1.05,1.05,1.06,7542.0,1.0290781378434253,1.0101936698201992,1.0543684526460506
2021-02-13,6863.0,6765.0,6971.0,0.97,0.96,0.97,7167.142857142857,0.9395682577722025,8121.0,8004.0,8235.0,1.06,1.05,1.06,7657.428571428572,1.0436371784976222,1.0290781378434253,1.0474095563465633
2021-02-14,6662.0,6568.0,6776.0,0.99,0.99,1.0,7228.0,0.9636128945575295,7897.0,7780.0,8011.0,1.07,1.06,1.07,7750.857142857143,1.052584153955075,1.0436371784976222,1.038188728233977
2021-02-15,7125.0,7027.0,7237.0,1.01,1.01,1.02,7318.857142857143,0.9881556931928259,7707.0,7592.0,7813.0,1.06,1.06,1.07,7830.285714285715,1.0564653735265852,1.052584153955075,1.0274663052760553
2021-02-16,7435.0,7332.0,7552.0,1.03,1.03,1.04,7421.428571428572,1.0101936698201992,7470.0,7361.0,7578.0,1.05,1.05,1.05,7876.142857142857,1.0543684526460506,1.0564653735265852,1.0182733938467332
2021-02-17,7847.0,7739.0,7961.0,1.05,1.05,1.06,7542.0,1.0290781378434253,7779.0,7668.0,7886.0,1.04,1.04,1.05,7901.857142857143,1.0474095563465633,1.0543684526460506,1.0123408985303897
2021-02-18,8121.0,8004.0,8235.0,1.06,1.05,1.06,7657.428571428572,1.0436371784976222,7991.0,7879.0,8096.0,1.02,1.02,1.03,7923.285714285715,1.038188728233977,1.0474095563465633,1.0092514984981038
2021-02-19,7897.0,7780.0,8011.0,1.07,1.06,1.07,7750.857142857143,1.052584153955075,8168.0,8057.0,8275.0,1.01,1.01,1.02,7924.714285714285,1.0274663052760553,1.038188728233977,1.0110126387872547
2021-02-20,7707.0,7592.0,7813.0,1.06,1.06,1.07,7830.285714285715,1.0564653735265852,8301.0,8187.0,8409.0,1.01,1.01,1.02,7933.428571428572,1.0182733938467332,1.0274663052760553,1.016921946226717
2021-02-21,7470.0,7361.0,7578.0,1.05,1.05,1.05,7876.142857142857,1.0543684526460506,8047.0,7939.0,8158.0,1.0,1.0,1.01,7964.714285714285,1.0123408985303897,1.0182733938467332,1.0254519109183116
2021-02-22,7779.0,7668.0,7886.0,1.04,1.04,1.05,7901.857142857143,1.0474095563465633,7717.0,7613.0,7830.0,1.0,1.0,1.01,8000.428571428572,1.0092514984981038,1.0123408985303897,1.0376274336402365
2021-02-23,7991.0,7879.0,8096.0,1.02,1.02,1.03,7923.285714285715,1.038188728233977,7531.0,7421.0,7636.0,1.02,1.01,1.02,8075.714285714285,1.0110126387872547,1.0092514984981038,1.051072290233223
2021-02-24,8168.0,8057.0,8275.0,1.01,1.01,1.02,7924.714285714285,1.0274663052760553,7998.0,7887.0,8106.0,1.02,1.01,1.02,8178.571428571428,1.016921946226717,1.0110126387872547,1.065563812429058
2021-02-25,8301.0,8187.0,8409.0,1.01,1.01,1.02,7933.428571428572,1.0182733938467332,8241.0,8131.0,8351.0,1.04,1.03,1.04,8299.42857142857,1.0254519109183116,1.016921946226717,1.0822059075210968
2021-02-26,8047.0,7939.0,8158.0,1.0,1.0,1.01,7964.714285714285,1.0123408985303897,8695.0,8577.0,8806.0,1.05,1.05,1.06,8467.0,1.0376274336402365,1.0254519109183116,1.0990763373639925
2021-02-27,7717.0,7613.0,7830.0,1.0,1.0,1.01,8000.428571428572,1.0092514984981038,9021.0,8902.0,9137.0,1.06,1.06,1.06,8662.285714285714,1.051072290233223,1.0376274336402365,1.116777399458451
2021-02-28,7531.0,7421.0,7636.0,1.02,1.01,1.02,8075.714285714285,1.0110126387872547,8893.0,8781.0,9010.0,1.08,1.08,1.09,8903.142857142857,1.065563812429058,1.051072290233223,1.1339655380467122
2021-03-01,7998.0,7887.0,8106.0,1.02,1.01,1.02,8178.571428571428,1.016921946226717,8890.0,8772.0,9008.0,1.1,1.09,1.1,9197.857142857143,1.0822059075210968,1.065563812429058,1.1481233678815306
2021-03-02,8241.0,8131.0,8351.0,1.04,1.03,1.04,8299.42857142857,1.0254519109183116,8898.0,8781.0,9019.0,1.12,1.11,1.12,9529.0,1.0990763373639925,1.0822059075210968,1.1589042929233286
2021-03-03,8695.0,8577.0,8806.0,1.05,1.05,1.06,8467.0,1.0376274336402365,9684.0,9566.0,9813.0,1.14,1.13,1.14,9901.857142857143,1.116777399458451,1.0990763373639925,1.1656573653619973
2021-03-04,9021.0,8902.0,9137.0,1.06,1.06,1.06,8662.285714285714,1.051072290233223,10304.0,10175.0,10436.0,1.15,1.15,1.16,10302.42857142857,1.1339655380467122,1.116777399458451,1.1688145370214076
2021-03-05,8893.0,8781.0,9010.0,1.08,1.08,1.09,8903.142857142857,1.065563812429058,11013.0,10878.0,11142.0,1.17,1.16,1.17,10715.42857142857,1.1481233678815306,1.1339655380467122,1.1699082789140391
2021-03-06,8890.0,8772.0,9008.0,1.1,1.09,1.1,9197.857142857143,1.0822059075210968,11631.0,11493.0,11765.0,1.17,1.17,1.18,11139.57142857143,1.1589042929233286,1.1481233678815306,1.1693154221082487
2021-03-07,8898.0,8781.0,9019.0,1.12,1.11,1.12,9529.0,1.0990763373639925,11697.0,11557.0,11833.0,1.17,1.16,1.18,11591.857142857143,1.1656573653619973,1.1589042929233286,1.1662329180884583
2021-03-08,9684.0,9566.0,9813.0,1.14,1.13,1.14,9901.857142857143,1.116777399458451,11781.0,11645.0,11916.0,1.17,1.16,1.17,12056.42857142857,1.1688145370214076,1.1656573653619973,1.1608832015270483
2021-03-09,10304.0,10175.0,10436.0,1.15,1.15,1.16,10302.42857142857,1.1339655380467122,11867.0,11731.0,12006.0,1.17,1.17,1.18,12533.42857142857,1.1699082789140391,1.1688145370214076,1.1532140474386336
2021-03-10,11013.0,10878.0,11142.0,1.17,1.16,1.17,10715.42857142857,1.1481233678815306,12850.0,12715.0,12987.0,1.17,1.17,1.17,12998.857142857143,1.1693154221082487,1.1699082789140391,1.144758092626589
2021-03-11,11631.0,11493.0,11765.0,1.17,1.17,1.18,11139.57142857143,1.1589042929233286,13556.0,13416.0,13695.0,1.17,1.16,1.17,13433.142857142857,1.1662329180884583,1.1693154221082487,1.1381564763560714
2021-03-12,11697.0,11557.0,11833.0,1.17,1.16,1.18,11591.857142857143,1.1656573653619973,14352.0,14195.0,14500.0,1.16,1.15,1.16,13858.57142857143,1.1608832015270483,1.1662329180884583,1.1336405529953917
2021-03-13,11781.0,11645.0,11916.0,1.17,1.16,1.17,12056.42857142857,1.1688145370214076,14889.0,14731.0,15037.0,1.14,1.14,1.15,14281.0,1.1532140474386336,1.1608832015270483,1.1308844741244133
2021-03-14,11867.0,11731.0,12006.0,1.17,1.17,1.18,12533.42857142857,1.1699082789140391,14737.0,14571.0,14884.0,1.13,1.13,1.14,14727.142857142857,1.144758092626589,1.1532140474386336,1.1273994605416404
2021-03-15,12850.0,12715.0,12987.0,1.17,1.17,1.17,12998.857142857143,1.1693154221082487,14759.0,14594.0,14907.0,1.13,1.12,1.13,15204.142857142857,1.1381564763560714,1.144758092626589,1.1193935487680076
2021-03-16,13556.0,13416.0,13695.0,1.17,1.16,1.17,13433.142857142857,1.1662329180884583,14824.0,14666.0,14970.0,1.13,1.13,1.13,15671.142857142857,1.1336405529953917,1.1381564763560714,1.1053880873315778
2021-03-17,14352.0,14195.0,14500.0,1.16,1.15,1.16,13858.57142857143,1.1608832015270483,15973.0,15817.0,16131.0,1.14,1.13,1.14,16111.714285714286,1.1308844741244133,1.1336405529953917,1.0850048264000611
2021-03-18,14889.0,14731.0,15037.0,1.14,1.14,1.15,14281.0,1.1532140474386336,16895.0,16734.0,17059.0,1.13,1.13,1.13,16485.428571428572,1.1273994605416404,1.1308844741244133,1.059663700999534
2021-03-19,14737.0,14571.0,14884.0,1.13,1.13,1.14,14727.142857142857,1.144758092626589,17621.0,17452.0,17789.0,1.12,1.11,1.12,16735.85714285714,1.1193935487680076,1.1273994605416404,1.032800107245912
2021-03-20,14759.0,14594.0,14907.0,1.13,1.12,1.13,15204.142857142857,1.1381564763560714,17973.0,17801.0,18142.0,1.1,1.09,1.1,16861.428571428572,1.1053880873315778,1.1193935487680076,1.008140521105574
2021-03-21,14824.0,14666.0,14970.0,1.13,1.13,1.13,15671.142857142857,1.1336405529953917,17353.0,17175.0,17516.0,1.06,1.06,1.07,16877.428571428572,1.0850048264000611,1.1053880873315778,0.9876899050821278
2021-03-22,15973.0,15817.0,16131.0,1.14,1.13,1.14,16111.714285714286,1.1308844741244133,16512.0,16345.0,16680.0,1.03,1.03,1.03,16784.714285714286,1.059663700999534,1.0850048264000611,0.9735268130224972
2021-03-23,16895.0,16734.0,17059.0,1.13,1.13,1.13,16485.428571428572,1.1273994605416404,15703.0,15541.0,15873.0,1.0,1.0,1.01,16612.714285714286,1.032800107245912,1.059663700999534,0.9668478191482569
2021-03-24,17621.0,17452.0,17789.0,1.12,1.11,1.12,16735.85714285714,1.1193935487680076,16085.0,15926.0,16256.0,0.98,0.98,0.98,16458.428571428572,1.008140521105574,1.032800107245912,0.9644298304765453
2021-03-25,17973.0,17801.0,18142.0,1.1,1.09,1.1,16861.428571428572,1.1053880873315778,16246.0,16093.0,16424.0,0.96,0.96,0.96,16280.0,0.9876899050821278,1.008140521105574,0.9672881147248845
2021-03-26,17353.0,17175.0,17516.0,1.06,1.06,1.07,16877.428571428572,1.0850048264000611,16417.0,16259.0,16587.0,0.96,0.96,0.97,16127.714285714286,0.9735268130224972,0.9876899050821278,0.9755188152337068
