date,cases (Nowcast RKI),min cases (Nowcast RKI),max cases (Nowcast RKI),7 day R value (Nowcast RKI),min 7 day R value (Nowcast RKI),max 7 day R value (Nowcast RKI),cases (mean of ±3 days of Nowcast RKI),R value calculated with cases (mean of ±3 days of Nowcast RKI),Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),min Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),max Infections (based on 7 day nowcast of RKI - 5 days regarding incubation period),"7 day R value (Nowcast RKI, -5 days incubation period)","min 7 day R value (Nowcast RKI, -5 days incubation period)","max 7 day R value (Nowcast RKI, -5 days incubation period)",Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value by Infections (mean of ±3 days based on 7 day nowcast of RKI - 5 days regarding incubation period),R value calculated with cases (mean of ±3 days of Nowcast RKI) -> minus 4 days,R value by Infections minus 4 days
2020-03-08,895.0,870.0,922.0,2.93,2.88,2.98,1109.0,,3442.0,3389.0,3490.0,2.5,2.48,2.52,3337.8571428571427,2.585304264324074,2.8129516791837887,1.686068426627781
2020-03-09,1274.0,1245.0,1304.0,3.13,3.08,3.18,1461.0,,3907.0,3850.0,3958.0,2.18,2.17,2.2,3818.1428571428573,2.334461013829874,2.585304264324074,1.5161032276015585
2020-03-10,1728.0,1695.0,1764.0,3.22,3.18,3.26,1880.2857142857142,,4267.0,4207.0,4320.0,1.99,1.98,2.0,4248.428571428572,2.0947042988138307,2.334461013829874,1.3683169509734032
2020-03-11,2292.0,2253.0,2332.0,3.12,3.08,3.16,2342.285714285714,,4871.0,4811.0,4927.0,1.74,1.73,1.75,4599.571428571428,1.8811478850771584,2.0947042988138307,1.2421001892384047
2020-03-12,2858.0,2810.0,2901.0,2.84,2.82,2.87,2824.0,2.8129516791837887,5090.0,5027.0,5149.0,1.56,1.55,1.57,4842.714285714285,1.686068426627781,1.8811478850771584,1.1389990372219772
2020-03-13,3442.0,3389.0,3490.0,2.5,2.48,2.52,3337.8571428571427,2.585304264324074,5304.0,5242.0,5363.0,1.39,1.39,1.4,4991.142857142857,1.5161032276015585,1.686068426627781,1.0557989799117555
2020-03-14,3907.0,3850.0,3958.0,2.18,2.17,2.2,3818.1428571428573,2.334461013829874,5316.0,5254.0,5374.0,1.24,1.23,1.24,5035.571428571428,1.3683169509734032,1.5161032276015585,0.9929851852395382
2020-03-15,4267.0,4207.0,4320.0,1.99,1.98,2.0,4248.428571428572,2.0947042988138307,5144.0,5082.0,5200.0,1.13,1.13,1.14,5009.142857142857,1.2421001892384047,1.3683169509734032,0.9470212001437299
2020-03-16,4871.0,4811.0,4927.0,1.74,1.73,1.75,4599.571428571428,1.8811478850771584,4946.0,4886.0,5001.0,1.04,1.03,1.04,4906.714285714285,1.1389990372219772,1.2421001892384047,0.9176779036948953
2020-03-17,5090.0,5027.0,5149.0,1.56,1.55,1.57,4842.714285714285,1.686068426627781,4578.0,4518.0,4631.0,0.98,0.97,0.98,4772.857142857143,1.0557989799117555,1.1389990372219772,0.9025132179329323
2020-03-18,5304.0,5242.0,5363.0,1.39,1.39,1.4,4991.142857142857,1.5161032276015585,4686.0,4625.0,4742.0,0.92,0.92,0.92,4643.714285714285,0.9929851852395382,1.0557989799117555,0.8959631115741872
2020-03-19,5316.0,5254.0,5374.0,1.24,1.23,1.24,5035.571428571428,1.3683169509734032,4373.0,4315.0,4432.0,0.9,0.89,0.9,4502.142857142857,0.9470212001437299,0.9929851852395382,0.8975929214284629
2020-03-20,5144.0,5082.0,5200.0,1.13,1.13,1.14,5009.142857142857,1.2421001892384047,4367.0,4309.0,4424.0,0.9,0.89,0.9,4382.142857142857,0.9176779036948953,0.9470212001437299,0.9024401667369211
2020-03-21,4946.0,4886.0,5001.0,1.04,1.03,1.04,4906.714285714285,1.1389990372219772,4412.0,4352.0,4473.0,0.88,0.88,0.89,4273.428571428572,0.9025132179329323,0.9176779036948953,0.9085546906347806
2020-03-22,4578.0,4518.0,4631.0,0.98,0.97,0.98,4772.857142857143,1.0557989799117555,4153.0,4092.0,4214.0,0.9,0.89,0.9,4163.428571428572,0.8959631115741872,0.9025132179329323,0.9171780153074689
2020-03-23,4686.0,4625.0,4742.0,0.92,0.92,0.92,4643.714285714285,0.9929851852395382,4106.0,4046.0,4168.0,0.9,0.9,0.91,4078.5714285714284,0.8975929214284629,0.8959631115741872,0.9241395635890196
2020-03-24,4373.0,4315.0,4432.0,0.9,0.89,0.9,4502.142857142857,0.9470212001437299,3817.0,3758.0,3880.0,0.9,0.9,0.91,4000.0,0.9024401667369211,0.8975929214284629,0.9293215002421978
2020-03-25,4367.0,4309.0,4424.0,0.9,0.89,0.9,4382.142857142857,0.9176779036948953,3916.0,3857.0,3980.0,0.92,0.92,0.93,3931.5714285714284,0.9085546906347806,0.9024401667369211,0.930283089696595
2020-03-26,4412.0,4352.0,4473.0,0.88,0.88,0.89,4273.428571428572,0.9025132179329323,3779.0,3723.0,3846.0,0.93,0.92,0.93,3876.4285714285716,0.9171780153074689,0.9085546906347806,0.9247612538891786
2020-03-27,4153.0,4092.0,4214.0,0.9,0.89,0.9,4163.428571428572,0.8959631115741872,3817.0,3759.0,3884.0,0.93,0.93,0.94,3807.714285714286,0.9241395635890196,0.9171780153074689,0.9149391638459428
2020-03-28,4106.0,4046.0,4168.0,0.9,0.9,0.91,4078.5714285714284,0.8975929214284629,3933.0,3875.0,4001.0,0.95,0.94,0.95,3732.4285714285716,0.9293215002421978,0.9241395635890196,0.9007232145350298
2020-03-29,3817.0,3758.0,3880.0,0.9,0.9,0.91,4000.0,0.9024401667369211,3767.0,3707.0,3833.0,0.93,0.92,0.94,3629.4285714285716,0.930283089696595,0.9293215002421978,0.885114221150377
2020-03-30,3916.0,3857.0,3980.0,0.92,0.92,0.93,3931.5714285714284,0.9085546906347806,3625.0,3566.0,3687.0,0.92,0.92,0.93,3521.714285714286,0.9247612538891786,0.930283089696595,0.8681531325664388
2020-03-31,3779.0,3723.0,3846.0,0.93,0.92,0.93,3876.4285714285716,0.9171780153074689,3290.0,3232.0,3347.0,0.89,0.89,0.9,3403.8571428571427,0.9149391638459428,0.9247612538891786,0.8511078670559533
2020-04-01,3817.0,3759.0,3884.0,0.93,0.93,0.94,3807.714285714286,0.9241395635890196,3195.0,3135.0,3247.0,0.89,0.88,0.89,3269.4285714285716,0.9007232145350298,0.9149391638459428,0.8344752043484102
2020-04-02,3933.0,3875.0,4001.0,0.95,0.94,0.95,3732.4285714285716,0.9293215002421978,3025.0,2971.0,3078.0,0.87,0.87,0.88,3122.4285714285716,0.885114221150377,0.9007232145350298,0.8189161356761279
2020-04-03,3767.0,3707.0,3833.0,0.93,0.92,0.94,3629.4285714285716,0.930283089696595,2992.0,2937.0,3046.0,0.85,0.84,0.86,2958.5714285714284,0.8681531325664388,0.885114221150377,0.8066420250896057
2020-04-04,3625.0,3566.0,3687.0,0.92,0.92,0.93,3521.714285714286,0.9247612538891786,2992.0,2940.0,3049.0,0.83,0.82,0.84,2809.714285714286,0.8511078670559533,0.8681531325664388,0.7944573019583886
2020-04-05,3290.0,3232.0,3347.0,0.89,0.89,0.9,3403.8571428571427,0.9149391638459428,2738.0,2688.0,2796.0,0.81,0.8,0.81,2645.4285714285716,0.8344752043484102,0.8511078670559533,0.7859274578034251
2020-04-06,3195.0,3135.0,3247.0,0.89,0.88,0.89,3269.4285714285716,0.9007232145350298,2478.0,2429.0,2533.0,0.81,0.81,0.82,2492.1428571428573,0.8189161356761279,0.8344752043484102,0.7806290197927718
2020-04-07,3025.0,2971.0,3078.0,0.87,0.87,0.88,3122.4285714285716,0.885114221150377,2248.0,2201.0,2299.0,0.79,0.78,0.79,2340.8571428571427,0.8066420250896057,0.8189161356761279,0.7785245150450588
2020-04-08,2992.0,2937.0,3046.0,0.85,0.84,0.86,2958.5714285714284,0.8681531325664388,2045.0,1997.0,2093.0,0.79,0.78,0.79,2182.285714285714,0.7944573019583886,0.8066420250896057,0.7851534195933456
2020-04-09,2992.0,2940.0,3049.0,0.83,0.82,0.84,2809.714285714286,0.8511078670559533,1952.0,1903.0,2000.0,0.78,0.77,0.78,2051.285714285714,0.7859274578034251,0.7944573019583886,0.7958276872656227
2020-04-10,2738.0,2688.0,2796.0,0.81,0.8,0.81,2645.4285714285716,0.8344752043484102,1933.0,1883.0,1980.0,0.76,0.75,0.76,1939.0,0.7806290197927718,0.7859274578034251,0.8080679263013056
2020-04-11,2478.0,2429.0,2533.0,0.81,0.81,0.82,2492.1428571428573,0.8189161356761279,1882.0,1832.0,1928.0,0.78,0.78,0.79,1837.0,0.7785245150450588,0.7806290197927718,0.8205896516667558
2020-04-12,2248.0,2201.0,2299.0,0.79,0.78,0.79,2340.8571428571427,0.8066420250896057,1821.0,1771.0,1867.0,0.8,0.79,0.81,1757.857142857143,0.7851534195933456,0.7785245150450588,0.8259944251921049
2020-04-13,2045.0,1997.0,2093.0,0.79,0.78,0.79,2182.285714285714,0.7944573019583886,1692.0,1643.0,1736.0,0.81,0.8,0.82,1681.5714285714287,0.7958276872656227,0.7851534195933456,0.8261265542092341
2020-04-14,1952.0,1903.0,2000.0,0.78,0.77,0.78,2051.285714285714,0.7859274578034251,1534.0,1486.0,1578.0,0.84,0.83,0.85,1603.0,0.8080679263013056,0.7958276872656227,0.8242378935127502
2020-04-15,1933.0,1883.0,1980.0,0.76,0.75,0.76,1939.0,0.7806290197927718,1491.0,1446.0,1534.0,0.84,0.83,0.85,1530.142857142857,0.8205896516667558,0.8080679263013056,0.8197704747000522
2020-04-16,1882.0,1832.0,1928.0,0.78,0.78,0.79,1837.0,0.7785245150450588,1418.0,1373.0,1461.0,0.82,0.82,0.83,1450.5714285714287,0.8259944251921049,0.8205896516667558,0.8178169961465673
2020-04-17,1821.0,1771.0,1867.0,0.8,0.79,0.81,1757.857142857143,0.7851534195933456,1383.0,1339.0,1426.0,0.83,0.82,0.84,1377.142857142857,0.8261265542092341,0.8259944251921049,0.8172841873172603
2020-04-18,1692.0,1643.0,1736.0,0.81,0.8,0.82,1681.5714285714287,0.7958276872656227,1372.0,1332.0,1414.0,0.81,0.8,0.82,1312.4285714285713,0.8242378935127502,0.8261265542092341,0.8157563236924317
2020-04-19,1534.0,1486.0,1578.0,0.84,0.83,0.85,1603.0,0.8080679263013056,1264.0,1224.0,1306.0,0.81,0.8,0.82,1247.857142857143,0.8197704747000522,0.8242378935127502,0.8148796266836356
2020-04-20,1491.0,1446.0,1534.0,0.84,0.83,0.85,1530.142857142857,0.8205896516667558,1178.0,1140.0,1219.0,0.83,0.81,0.84,1186.4285714285713,0.8178169961465673,0.8197704747000522,0.8135890930381686
2020-04-21,1418.0,1373.0,1461.0,0.82,0.82,0.83,1450.5714285714287,0.8259944251921049,1081.0,1043.0,1119.0,0.82,0.81,0.83,1125.0,0.8172841873172603,0.8178169961465673,0.814878892733564
2020-04-22,1383.0,1339.0,1426.0,0.83,0.82,0.84,1377.142857142857,0.8261265542092341,1039.0,1001.0,1080.0,0.82,0.81,0.83,1066.2857142857142,0.8157563236924317,0.8172841873172603,0.8205935946137928
2020-04-23,1372.0,1332.0,1414.0,0.81,0.8,0.82,1312.4285714285713,0.8242378935127502,988.0,951.0,1027.0,0.81,0.8,0.82,1012.8571428571429,0.8148796266836356,0.8157563236924317,0.8309038849482658
2020-04-24,1264.0,1224.0,1306.0,0.81,0.8,0.82,1247.857142857143,0.8197704747000522,953.0,916.0,992.0,0.81,0.8,0.82,964.5714285714286,0.8135890930381686,0.8148796266836356,0.846098488742675
2020-04-25,1178.0,1140.0,1219.0,0.83,0.81,0.84,1186.4285714285713,0.8178169961465673,961.0,926.0,998.0,0.81,0.8,0.83,926.1428571428571,0.814878892733564,0.8135890930381686,0.8614559717873981
2020-04-26,1081.0,1043.0,1119.0,0.82,0.81,0.83,1125.0,0.8172841873172603,890.0,855.0,926.0,0.82,0.81,0.84,892.1428571428571,0.8205935946137928,0.814878892733564,0.8758750470455401
2020-04-27,1039.0,1001.0,1080.0,0.82,0.81,0.83,1066.2857142857142,0.8157563236924317,840.0,806.0,875.0,0.85,0.84,0.87,865.2857142857143,0.8309038849482658,0.8205935946137928,0.8861651721032228
2020-04-28,988.0,951.0,1027.0,0.81,0.8,0.82,1012.8571428571429,0.8148796266836356,812.0,779.0,845.0,0.86,0.85,0.88,843.5714285714286,0.846098488742675,0.8309038849482658,0.8893479141352775
2020-04-29,953.0,916.0,992.0,0.81,0.8,0.82,964.5714285714286,0.8135890930381686,801.0,767.0,833.0,0.89,0.87,0.9,818.8571428571429,0.8614559717873981,0.846098488742675,0.888842474623
2020-04-30,961.0,926.0,998.0,0.81,0.8,0.83,926.1428571428571,0.814878892733564,800.0,768.0,832.0,0.9,0.89,0.92,796.8571428571429,0.8758750470455401,0.8614559717873981,0.8833791680990031
2020-05-01,890.0,855.0,926.0,0.82,0.81,0.84,892.1428571428571,0.8205935946137928,801.0,768.0,835.0,0.89,0.87,0.9,773.5714285714286,0.8861651721032228,0.8758750470455401,0.8752982766239504
2020-05-02,840.0,806.0,875.0,0.85,0.84,0.87,865.2857142857143,0.8309038849482658,788.0,757.0,823.0,0.9,0.88,0.91,747.5714285714286,0.8893479141352775,0.8861651721032228,0.8677019765005922
2020-05-03,812.0,779.0,845.0,0.86,0.85,0.88,843.5714285714286,0.846098488742675,736.0,704.0,770.0,0.89,0.88,0.9,721.7142857142857,0.888842474623,0.8893479141352775,0.8622520913619701
2020-05-04,801.0,767.0,833.0,0.89,0.87,0.9,818.8571428571429,0.8614559717873981,677.0,645.0,711.0,0.87,0.86,0.88,694.0,0.8833791680990031,0.888842474623,0.8632649090378441
2020-05-05,800.0,768.0,832.0,0.9,0.89,0.92,796.8571428571429,0.8758750470455401,630.0,597.0,661.0,0.87,0.85,0.88,666.4285714285714,0.8752982766239504,0.8833791680990031,0.8714660743134087
2020-05-06,801.0,768.0,835.0,0.89,0.87,0.9,773.5714285714286,0.8861651721032228,620.0,588.0,652.0,0.85,0.84,0.86,639.7142857142857,0.8677019765005922,0.8752982766239504,0.8879441557759933
2020-05-07,788.0,757.0,823.0,0.9,0.88,0.91,747.5714285714286,0.8893479141352775,606.0,575.0,637.0,0.85,0.84,0.86,620.8571428571429,0.8622520913619701,0.8677019765005922,0.9059246743336786
2020-05-08,736.0,704.0,770.0,0.89,0.88,0.9,721.7142857142857,0.888842474623,608.0,577.0,639.0,0.85,0.83,0.86,608.2857142857143,0.8632649090378441,0.8622520913619701,0.9198737814841946
2020-05-09,677.0,645.0,711.0,0.87,0.86,0.88,694.0,0.8833791680990031,601.0,570.0,632.0,0.89,0.87,0.91,597.1428571428571,0.8714660743134087,0.8632649090378441,0.9277024678484532
2020-05-10,630.0,597.0,661.0,0.87,0.85,0.88,666.4285714285714,0.8752982766239504,604.0,572.0,633.0,0.92,0.91,0.94,590.5714285714286,0.8879441557759933,0.8714660743134087,0.9218583756945264
2020-05-11,620.0,588.0,652.0,0.85,0.84,0.86,639.7142857142857,0.8677019765005922,589.0,558.0,619.0,0.93,0.91,0.95,578.4285714285714,0.9059246743336786,0.8879441557759933,0.9084892605739727
2020-05-12,606.0,575.0,637.0,0.85,0.84,0.86,620.8571428571429,0.8622520913619701,552.0,523.0,582.0,0.96,0.94,0.97,566.0,0.9198737814841946,0.9059246743336786,0.8892496171516078
2020-05-13,608.0,577.0,639.0,0.85,0.83,0.86,608.2857142857143,0.8632649090378441,574.0,546.0,602.0,0.92,0.9,0.94,552.7142857142857,0.9277024678484532,0.9198737814841946,0.8649306856500562
2020-05-14,601.0,570.0,632.0,0.89,0.87,0.91,597.1428571428571,0.8714660743134087,521.0,494.0,548.0,0.92,0.9,0.93,530.8571428571429,0.9218583756945264,0.9277024678484532,0.8481020774557578
2020-05-15,604.0,572.0,633.0,0.92,0.91,0.94,590.5714285714286,0.8879441557759933,521.0,492.0,550.0,0.91,0.89,0.93,507.57142857142856,0.9084892605739727,0.9218583756945264,0.8395364238410595
2020-05-16,589.0,558.0,619.0,0.93,0.91,0.95,578.4285714285714,0.9059246743336786,508.0,477.0,536.0,0.85,0.83,0.86,482.7142857142857,0.8892496171516078,0.9084892605739727,0.842253909209892
2020-05-17,552.0,523.0,582.0,0.96,0.94,0.97,566.0,0.9198737814841946,451.0,422.0,479.0,0.83,0.82,0.85,457.57142857142856,0.8649306856500562,0.8892496171516078,0.8595047289004404
2020-05-18,574.0,546.0,602.0,0.92,0.9,0.94,552.7142857142857,0.9277024678484532,426.0,397.0,453.0,0.82,0.8,0.84,441.7142857142857,0.8481020774557578,0.8649306856500562,0.8796401300370454
2020-05-19,521.0,494.0,548.0,0.92,0.9,0.93,530.8571428571429,0.9218583756945264,378.0,351.0,403.0,0.81,0.79,0.83,429.0,0.8395364238410595,0.8481020774557578,0.8990297388972154
2020-05-20,521.0,492.0,550.0,0.91,0.89,0.93,507.57142857142856,0.9084892605739727,398.0,373.0,423.0,0.87,0.85,0.89,418.42857142857144,0.842253909209892,0.8395364238410595,0.9113437474441809
2020-05-21,508.0,477.0,536.0,0.85,0.83,0.86,482.7142857142857,0.8892496171516078,410.0,386.0,436.0,0.89,0.87,0.91,411.57142857142856,0.8595047289004404,0.842253909209892,0.9120537589248214
2020-05-22,451.0,422.0,479.0,0.83,0.82,0.85,457.57142857142856,0.8649306856500562,432.0,408.0,459.0,0.91,0.89,0.93,403.14285714285717,0.8796401300370454,0.8595047289004404,0.9075204125483456
2020-05-23,426.0,397.0,453.0,0.82,0.8,0.84,441.7142857142857,0.8481020774557578,434.0,408.0,460.0,0.94,0.92,0.96,395.0,0.8990297388972154,0.8796401300370454,0.9002369044485391
2020-05-24,378.0,351.0,403.0,0.81,0.79,0.83,429.0,0.8395364238410595,403.0,379.0,427.0,0.92,0.9,0.94,382.14285714285717,0.9113437474441809,0.8990297388972154,0.8994884680965627
2020-05-25,398.0,373.0,423.0,0.87,0.85,0.89,418.42857142857144,0.842253909209892,367.0,342.0,390.0,0.92,0.9,0.94,370.85714285714283,0.9120537589248214,0.9113437474441809,0.9060600478909561
2020-05-26,410.0,386.0,436.0,0.89,0.87,0.91,411.57142857142856,0.8595047289004404,321.0,297.0,342.0,0.87,0.85,0.89,360.42857142857144,0.9075204125483456,0.9120537589248214,0.918931717018657
2020-05-27,432.0,408.0,459.0,0.91,0.89,0.93,403.14285714285717,0.8796401300370454,308.0,288.0,331.0,0.89,0.86,0.91,352.2857142857143,0.9002369044485391,0.9075204125483456,0.9387914230019493
2020-05-28,434.0,408.0,460.0,0.94,0.92,0.96,395.0,0.8990297388972154,331.0,309.0,356.0,0.89,0.87,0.91,348.2857142857143,0.8994884680965627,0.9002369044485391,0.9583956899131997
2020-05-29,403.0,379.0,427.0,0.92,0.9,0.94,382.14285714285717,0.9113437474441809,359.0,335.0,385.0,0.91,0.89,0.94,344.42857142857144,0.9060600478909561,0.8994884680965627,0.9787558446838788
2020-05-30,367.0,342.0,390.0,0.92,0.9,0.94,370.85714285714283,0.9120537589248214,377.0,354.0,404.0,0.95,0.93,0.98,341.14285714285717,0.918931717018657,0.9060600478909561,1.0010306090899723
2020-05-31,321.0,297.0,342.0,0.87,0.85,0.89,360.42857142857144,0.9075204125483456,375.0,351.0,402.0,0.96,0.93,0.98,342.14285714285717,0.9387914230019493,0.918931717018657,1.0196220930232558
2020-06-01,308.0,288.0,331.0,0.89,0.86,0.91,352.2857142857143,0.9002369044485391,340.0,318.0,366.0,0.96,0.94,0.99,344.57142857142856,0.9583956899131997,0.9387914230019493,1.0365396627108059
2020-06-02,331.0,309.0,356.0,0.89,0.87,0.91,348.2857142857143,0.8994884680965627,298.0,277.0,324.0,1.01,0.98,1.03,347.7142857142857,0.9787558446838788,0.9583956899131997,1.0529650015577943
2020-06-03,359.0,335.0,385.0,0.91,0.89,0.94,344.42857142857144,0.9060600478909561,315.0,292.0,340.0,1.03,1.0,1.05,353.14285714285717,1.0010306090899723,0.9787558446838788,1.0710388139606712
2020-06-04,377.0,354.0,404.0,0.95,0.93,0.98,341.14285714285717,0.918931717018657,348.0,324.0,373.0,1.04,1.01,1.06,357.57142857142856,1.0196220930232558,1.0010306090899723,1.1106811933611649
2020-06-05,375.0,351.0,402.0,0.96,0.93,0.98,342.14285714285717,0.9387914230019493,381.0,355.0,407.0,1.06,1.03,1.09,364.0,1.0365396627108059,1.0196220930232558,1.1731445214422014
2020-06-06,340.0,318.0,366.0,0.96,0.94,0.99,344.57142857142856,0.9583956899131997,415.0,389.0,440.0,1.05,1.02,1.07,373.7142857142857,1.0529650015577943,1.0365396627108059,1.2535753032843475
2020-06-07,298.0,277.0,324.0,1.01,0.98,1.03,347.7142857142857,0.9787558446838788,406.0,380.0,431.0,1.07,1.05,1.1,390.85714285714283,1.0710388139606712,1.0529650015577943,1.339421320772854
2020-06-08,315.0,292.0,340.0,1.03,1.0,1.05,353.14285714285717,1.0010306090899723,385.0,358.0,408.0,1.11,1.09,1.14,429.7142857142857,1.1106811933611649,1.0710388139606712,1.3808214154748804
2020-06-09,348.0,324.0,373.0,1.04,1.01,1.06,357.57142857142856,1.0196220930232558,366.0,339.0,389.0,1.19,1.16,1.22,474.42857142857144,1.1731445214422014,1.1106811933611649,1.3695745227292184
2020-06-10,381.0,355.0,407.0,1.06,1.03,1.09,364.0,1.0365396627108059,435.0,406.0,463.0,1.43,1.39,1.46,520.7142857142857,1.2535753032843475,1.1731445214422014,1.3096774193548386
2020-06-11,415.0,389.0,440.0,1.05,1.02,1.07,373.7142857142857,1.0529650015577943,620.0,588.0,651.0,1.48,1.44,1.51,565.7142857142857,1.339421320772854,1.2535753032843475,1.2053251040620065
2020-06-12,406.0,380.0,431.0,1.07,1.05,1.1,390.85714285714283,1.0710388139606712,694.0,662.0,728.0,1.47,1.44,1.5,590.8571428571429,1.3808214154748804,1.339421320772854,1.0960031868277789
2020-06-13,385.0,358.0,408.0,1.11,1.09,1.14,429.7142857142857,1.1106811933611649,739.0,705.0,774.0,1.42,1.39,1.45,608.1428571428571,1.3695745227292184,1.3808214154748804,0.9879984998124764
2020-06-14,366.0,339.0,389.0,1.19,1.16,1.22,474.42857142857144,1.1731445214422014,721.0,685.0,755.0,1.19,1.17,1.22,613.2857142857143,1.3096774193548386,1.3695745227292184,0.8880211462213145
2020-06-15,435.0,406.0,463.0,1.43,1.39,1.46,520.7142857142857,1.2535753032843475,561.0,526.0,595.0,1.13,1.1,1.15,587.0,1.2053251040620065,1.3096774193548386,0.8214349508782376
2020-06-16,620.0,588.0,651.0,1.48,1.44,1.51,565.7142857142857,1.339421320772854,487.0,453.0,519.0,1.04,1.01,1.06,549.8571428571429,1.0960031868277789,1.2053251040620065,0.7850133268718196
2020-06-17,694.0,662.0,728.0,1.47,1.44,1.5,590.8571428571429,1.3808214154748804,471.0,438.0,504.0,0.83,0.81,0.84,507.85714285714283,0.9879984998124764,1.0960031868277789,0.7797671770213842
2020-06-18,739.0,705.0,774.0,1.42,1.39,1.45,608.1428571428571,1.3695745227292184,436.0,406.0,467.0,0.76,0.75,0.78,467.0,0.8880211462213145,0.9879984998124764,0.8065890948450818
2020-06-19,721.0,685.0,755.0,1.19,1.17,1.22,613.2857142857143,1.3096774193548386,434.0,406.0,463.0,0.73,0.71,0.74,446.14285714285717,0.8214349508782376,0.8880211462213145,0.8428530008698173
2020-06-20,561.0,526.0,595.0,1.13,1.1,1.15,587.0,1.2053251040620065,445.0,417.0,473.0,0.73,0.71,0.74,430.2857142857143,0.7850133268718196,0.8214349508782376,0.8797746739717571
2020-06-21,487.0,453.0,519.0,1.04,1.01,1.06,549.8571428571429,1.0960031868277789,435.0,407.0,461.0,0.83,0.82,0.86,417.2857142857143,0.7797671770213842,0.7850133268718196,0.9096957403651116
2020-06-22,471.0,438.0,504.0,0.83,0.81,0.84,507.85714285714283,0.9879984998124764,415.0,388.0,440.0,0.87,0.85,0.89,409.57142857142856,0.8065890948450818,0.7797671770213842,0.9234253124213705
2020-06-23,436.0,406.0,467.0,0.76,0.75,0.78,467.0,0.8880211462213145,376.0,349.0,401.0,0.89,0.87,0.91,404.0,0.8428530008698173,0.8065890948450818,0.9279325765393878
2020-06-24,434.0,406.0,463.0,0.73,0.71,0.74,446.14285714285717,0.8214349508782376,380.0,354.0,404.0,0.93,0.91,0.95,397.85714285714283,0.8797746739717571,0.8428530008698173,0.9262345408297517
2020-06-25,445.0,417.0,473.0,0.73,0.71,0.74,430.2857142857143,0.7850133268718196,382.0,355.0,405.0,0.95,0.92,0.97,390.2857142857143,0.9096957403651116,0.8797746739717571,0.921780235462005
2020-06-26,435.0,407.0,461.0,0.83,0.82,0.86,417.2857142857143,0.7797671770213842,395.0,368.0,418.0,0.94,0.92,0.96,380.7142857142857,0.9234253124213705,0.9096957403651116,0.9201634877384196
2020-06-27,415.0,388.0,440.0,0.87,0.85,0.89,409.57142857142856,0.8065890948450818,402.0,376.0,427.0,0.93,0.9,0.95,372.57142857142856,0.9279325765393878,0.9234253124213705,0.9224281742354031
2020-06-28,376.0,349.0,401.0,0.89,0.87,0.91,404.0,0.8428530008698173,382.0,357.0,406.0,0.9,0.88,0.93,365.0,0.9262345408297517,0.9279325765393878,0.9309659090909093
2020-06-29,380.0,354.0,404.0,0.93,0.91,0.95,397.85714285714283,0.8797746739717571,348.0,322.0,372.0,0.92,0.9,0.94,358.14285714285717,0.921780235462005,0.9262345408297517,0.9478471214320271
2020-06-30,382.0,355.0,405.0,0.95,0.92,0.97,390.2857142857143,0.9096957403651116,319.0,295.0,343.0,0.92,0.9,0.95,351.57142857142856,0.9201634877384196,0.921780235462005,0.9748297305300563
2020-07-01,395.0,368.0,418.0,0.94,0.92,0.96,380.7142857142857,0.9234253124213705,327.0,303.0,349.0,0.93,0.91,0.96,347.14285714285717,0.9224281742354031,0.9201634877384196,1.0136642218426604
2020-07-02,402.0,376.0,427.0,0.93,0.9,0.95,372.57142857142856,0.9279325765393878,334.0,310.0,357.0,0.93,0.91,0.95,347.57142857142856,0.9309659090909093,0.9224281742354031,1.0595056454073848
2020-07-03,382.0,357.0,406.0,0.9,0.88,0.93,365.0,0.9262345408297517,349.0,325.0,372.0,0.95,0.93,0.97,353.14285714285717,0.9478471214320271,0.9309659090909093,1.1075949367088609
2020-07-04,348.0,322.0,372.0,0.92,0.9,0.94,358.14285714285717,0.921780235462005,371.0,348.0,393.0,1.01,0.98,1.03,363.0,0.9748297305300563,0.9478471214320271,1.1508707978938841
2020-07-05,319.0,295.0,343.0,0.92,0.9,0.95,351.57142857142856,0.9201634877384196,385.0,362.0,409.0,1.07,1.03,1.1,377.57142857142856,1.0136642218426604,0.9748297305300563,1.1809891961542274
2020-07-06,327.0,303.0,349.0,0.93,0.91,0.96,347.14285714285717,0.9224281742354031,387.0,364.0,412.0,1.12,1.09,1.14,394.2857142857143,1.0595056454073848,1.0136642218426604,1.1973886328725039
2020-07-07,334.0,310.0,357.0,0.93,0.91,0.95,347.57142857142856,0.9309659090909093,388.0,365.0,412.0,1.17,1.14,1.2,415.14285714285717,1.1075949367088609,1.0595056454073848,1.1977880184331797
2020-07-08,349.0,325.0,372.0,0.95,0.93,0.97,353.14285714285717,0.9478471214320271,429.0,405.0,455.0,1.19,1.16,1.21,436.7142857142857,1.1508707978938841,1.1075949367088609,1.1874890022875242
2020-07-09,371.0,348.0,393.0,1.01,0.98,1.03,363.0,0.9748297305300563,451.0,426.0,478.0,1.23,1.2,1.25,456.0,1.1809891961542274,1.1508707978938841,1.1758287872429711
2020-07-10,385.0,362.0,409.0,1.07,1.03,1.1,377.57142857142856,1.0136642218426604,495.0,468.0,525.0,1.23,1.2,1.26,473.85714285714283,1.1973886328725039,1.1809891961542274,1.167735728030789
