date,number of reporting areas,COVID-19 cases,occupied intensive care beds,free intensive care beds,emergency reserve,intensive care patients with positive COVID-19 test,invasively ventilated,with treatment completed,thereof deceased,intensive care patients without positive COVID-19 test,in intensive care treatment (change from previous day),thereof invasively ventilated (change from previous day),with treatment completed (change from previous day),thereof deceased (change from previous day),newly admitted intensive care patients with a positive COVID-19 test,newly admitted intensive care patients with a positive COVID-19 test (mean ±3 days),intensive care patients with positive COVID-19 test (mean ±3 days),thereof invasively ventilated (mean ±3 days),invasively ventilated (%),Proportion of occupied intensive care beds (%),Proportion of occupied intensive care beds incl. emergency reserve (%),Proportion of patients with positive COVID-19 test in occupied intensive care beds (%),Proportion of patients with positive COVID-19 test in available intensive care beds without emergency reserve (%),Proportion of patients with positive COVID-19 test in available intensive care beds incl. emergency reserve (%),intensive care patients with positive COVID-19 test (change from previous day),"intensive care patients with positive COVID-19 test (change from previous day, mean ±3 days)",not invasively ventilated,invasively ventilated (change from previous day),invasively ventilated (mean ±3 days),number of intensive care beds,number of intensive care beds incl. emergency reserve,number of occupied intensive care beds (mean ±3 days),"with treatment completed (change from previous day, mean ±3 days)",R value calculated by newly admitted intensive care patients with a positive COVID-19 test (mean ±3 days),calculated start of infection of newly admitted intensive care patients with a positive COVID-19 test,calculated start of infection of newly admitted intensive care patients with a positive COVID-19 test (mean ±3 days),R value by calculated onset of infection of newly admitted intensive care patients with a positive COVID-19 test (mean ±3 days)
2020-03-30,644.0,1203.0,7225.0,5719.0,0.0,,,,,6022.0,,,,,,,,,,55.81736711990112,55.81736711990112,16.65051903114187,9.293881334981458,9.293881334981458,140.0,182.71428571428572,,,,12944.0,12944.0,8035.285714285715,,,317.0,543.8571428571429,
2020-03-31,723.0,1551.0,8550.0,6337.0,0.0,,,,,6999.0,,,,,,,,,,57.43265936723315,57.43265936723315,18.140350877192983,10.418485927319137,10.418485927319137,348.0,208.42857142857142,,,,14887.0,14887.0,8817.142857142857,,,244.0,588.4285714285714,
2020-04-01,810.0,1785.0,9470.0,7214.0,0.0,,,,,7685.0,,,,,,,,,,56.76096859266363,56.76096859266363,18.84899683210137,10.698873171901223,10.698873171901223,234.0,210.42857142857142,,,,16684.0,16684.0,9562.142857142857,,,752.0,552.1428571428571,
2020-04-02,889.0,2103.0,10807.0,8127.0,0.0,,,,,8704.0,,,,,,,,,,57.07721559100032,57.07721559100032,19.459609512353104,11.107003274532588,11.107003274532588,318.0,209.71428571428572,,,,18934.0,18934.0,10314.857142857143,,,938.0,589.2857142857143,
2020-04-03,967.0,2364.0,11899.0,8566.0,0.0,,,,,9535.0,,,,,,,,,,58.14317126801857,58.14317126801857,19.86721573241449,11.551429269484485,11.551429269484485,261.0,193.0,,,,20465.0,20465.0,11022.857142857143,,,1264.0,554.0,
2020-04-04,1011.0,2474.0,12110.0,8825.0,0.0,,,,,9636.0,,,,,,,,,,57.84571292094578,57.84571292094578,20.429397192402973,11.817530451397182,11.817530451397182,110.0,156.14285714285714,,,,20935.0,20935.0,11530.42857142857,,,389.0,571.5714285714286,
2020-04-05,1010.0,2531.0,12143.0,8936.0,0.0,,,,,9612.0,,,,,,,,,,57.60709711086863,57.60709711086863,20.84328419665651,12.007210968262251,12.007210968262251,57.0,125.14285714285714,,,,21079.0,21079.0,12003.857142857143,,,221.0,508.0,
2020-04-06,1006.0,2554.0,12181.0,8950.0,0.0,,,,,9627.0,,,,,,,,1464.0,,57.64516587004874,57.64516587004874,20.9670798784993,12.086507974066537,12.086507974066537,23.0,87.85714285714286,,,,21131.0,21131.0,12369.285714285714,,,70.0,434.57142857142856,0.9095878361397335
2020-04-07,1003.0,2644.0,12103.0,8940.0,0.0,,,,,9459.0,,,,,,,,1637.0,,57.515563370241885,57.515563370241885,21.845823349582748,12.564748372380363,12.564748372380363,90.0,48.57142857142857,,,,21043.0,21043.0,12543.0,,,367.0,263.14285714285717,0.7781947832613998
2020-04-08,1008.0,2661.0,12784.0,9108.0,0.0,,,,,10123.0,,,,,,,,1753.333333333333,,58.39576100858761,58.39576100858761,20.815081351689614,12.155125159875753,12.155125159875753,17.0,26.142857142857142,,,,21892.0,21892.0,12627.714285714286,,,307.0,206.85714285714286,0.6231016447161132
